date,away_team,away_score,home_score,home_team
2023-06-10,Texas Rangers,8,4,Tampa Bay Rays
2023-06-10,Washington Nationals,4,6,Atlanta Braves
2023-06-10,Oakland Athletics,2,1,Milwaukee Brewers
2023-06-10,Houston Astros,6,4,Cleveland Guardians
2023-06-10,Chicago Cubs,4,0,San Francisco Giants
2023-06-10,Boston Red Sox,1,3,New York Yankees
2023-06-10,Seattle Mariners,6,2,Los Angeles Angels
2023-06-11,Arizona Diamondbacks,7,5,Detroit Tigers
2023-06-11,Houston Astros,0,5,Cleveland Guardians
2023-06-11,Kansas City Royals,3,11,Baltimore Orioles
2023-06-11,New York Mets,1,2,Pittsburgh Pirates
2023-06-11,Los Angeles Dodgers,3,7,Philadelphia Phillies
2023-06-11,Washington Nationals,6,2,Atlanta Braves
2023-06-11,Minnesota Twins,6,7,Toronto Blue Jays
2023-06-11,Texas Rangers,3,7,Tampa Bay Rays
2023-06-11,Miami Marlins,6,5,Chicago White Sox
2023-06-11,Oakland Athletics,8,6,Milwaukee Brewers
2023-06-11,Cincinnati Reds,4,3,St. Louis Cardinals
2023-06-11,San Diego Padres,4,5,Colorado Rockies
2023-06-11,Chicago Cubs,3,13,San Francisco Giants
2023-06-11,Seattle Mariners,4,9,Los Angeles Angels
2023-06-11,Boston Red Sox,3,2,New York Yankees
2023-06-12,Atlanta Braves,5,6,Detroit Tigers
2023-06-12,Colorado Rockies,4,3,Boston Red Sox
2023-06-12,San Francisco Giants,4,3,St. Louis Cardinals
2023-06-12,Los Angeles Angels,9,6,Texas Rangers
2023-06-12,Cincinnati Reds,5,4,Kansas City Royals
2023-06-12,Tampa Bay Rays,3,4,Oakland Athletics
2023-06-12,Philadelphia Phillies,8,9,Arizona Diamondbacks
2023-06-12,Miami Marlins,1,8,Seattle Mariners
2023-06-13,Toronto Blue Jays,6,11,Baltimore Orioles
2023-06-13,Colorado Rockies,7,6,Boston Red Sox
2023-06-13,New York Yankees,7,6,New York Mets
2023-06-13,Milwaukee Brewers,5,7,Minnesota Twins
2023-06-13,San Francisco Giants,11,3,St. Louis Cardinals
2023-06-13,Pittsburgh Pirates,3,11,Chicago Cubs
2023-06-13,Los Angeles Angels,7,3,Texas Rangers
2023-06-13,Cincinnati Reds,5,4,Kansas City Royals
2023-06-13,Washington Nationals,1,6,Houston Astros
2023-06-13,Cleveland Guardians,3,6,San Diego Padres
2023-06-13,Tampa Bay Rays,1,2,Oakland Athletics
2023-06-13,Philadelphia Phillies,15,3,Arizona Diamondbacks
2023-06-13,Miami Marlins,3,9,Seattle Mariners
2023-06-13,Chicago White Sox,1,5,Los Angeles Dodgers
2023-06-14,Atlanta Braves,10,7,Detroit Tigers
2023-06-14,Atlanta Braves,6,5,Detroit Tigers
2023-06-14,Milwaukee Brewers,2,4,Minnesota Twins
2023-06-14,San Francisco Giants,8,5,St. Louis Cardinals
2023-06-14,Toronto Blue Jays,3,1,Baltimore Orioles
2023-06-14,Colorado Rockies,3,6,Boston Red Sox
2023-06-14,New York Yankees,3,4,New York Mets
2023-06-14,Pittsburgh Pirates,6,10,Chicago Cubs
2023-06-14,Los Angeles Angels,3,6,Texas Rangers
2023-06-14,Cincinnati Reds,7,4,Kansas City Royals
2023-06-14,Washington Nationals,4,5,Houston Astros
2023-06-14,Cleveland Guardians,0,5,San Diego Padres
2023-06-14,Tampa Bay Rays,6,3,Oakland Athletics
2023-06-14,Philadelphia Phillies,4,3,Arizona Diamondbacks
2023-06-14,Miami Marlins,4,1,Seattle Mariners
2023-06-14,Chicago White Sox,8,4,Los Angeles Dodgers
2023-06-15,Toronto Blue Jays,2,4,Baltimore Orioles
2023-06-15,Tampa Bay Rays,4,3,Oakland Athletics
2023-06-15,Philadelphia Phillies,5,4,Arizona Diamondbacks
2023-06-15,Detroit Tigers,8,4,Minnesota Twins
2023-06-15,Colorado Rockies,3,8,Atlanta Braves
2023-06-15,Pittsburgh Pirates,2,7,Chicago Cubs
2023-06-15,Los Angeles Angels,5,3,Texas Rangers
2023-06-15,Washington Nationals,4,1,Houston Astros
2023-06-15,Cleveland Guardians,8,6,San Diego Padres
2023-06-15,Chicago White Sox,4,5,Los Angeles Dodgers
2023-06-16,Baltimore Orioles,3,10,Chicago Cubs
2023-06-16,Miami Marlins,6,5,Washington Nationals
2023-06-16,St. Louis Cardinals,1,6,New York Mets
2023-06-16,New York Yankees,5,15,Boston Red Sox
2023-06-16,Colorado Rockies,1,8,Atlanta Braves
2023-06-16,Toronto Blue Jays,2,1,Texas Rangers
2023-06-16,Cincinnati Reds,2,1,Houston Astros
2023-06-16,Los Angeles Angels,3,0,Kansas City Royals
2023-06-16,Detroit Tigers,7,1,Minnesota Twins
2023-06-16,Pittsburgh Pirates,4,5,Milwaukee Brewers
2023-06-16,Cleveland Guardians,1,5,Arizona Diamondbacks
2023-06-16,Tampa Bay Rays,6,2,San Diego Padres
2023-06-16,Philadelphia Phillies,6,1,Oakland Athletics
2023-06-16,San Francisco Giants,7,5,Los Angeles Dodgers
2023-06-16,Chicago White Sox,2,3,Seattle Mariners
2023-06-17,Detroit Tigers,0,2,Minnesota Twins
2023-06-17,Baltimore Orioles,2,3,Chicago Cubs
2023-06-17,Toronto Blue Jays,2,4,Texas Rangers
2023-06-17,Miami Marlins,5,2,Washington Nationals
2023-06-17,Philadelphia Phillies,3,2,Oakland Athletics
2023-06-17,Cincinnati Reds,10,3,Houston Astros
2023-06-17,Los Angeles Angels,9,10,Kansas City Royals
2023-06-17,St. Louis Cardinals,5,3,New York Mets
2023-06-17,Colorado Rockies,2,10,Atlanta Braves
2023-06-17,Chicago White Sox,4,3,Seattle Mariners
2023-06-17,Pittsburgh Pirates,0,5,Milwaukee Brewers
2023-06-17,Tampa Bay Rays,0,2,San Diego Padres
2023-06-17,San Francisco Giants,15,0,Los Angeles Dodgers
2023-06-17,Cleveland Guardians,3,6,Arizona Diamondbacks
2023-06-18,Baltimore Orioles,6,3,Chicago Cubs
2023-06-18,Colorado Rockies,6,14,Atlanta Braves
2023-06-18,Miami Marlins,4,2,Washington Nationals
2023-06-18,New York Yankees,2,6,Boston Red Sox
2023-06-18,New York Yankees,1,4,Boston Red Sox
2023-06-18,St. Louis Cardinals,8,7,New York Mets
2023-06-18,Cincinnati Reds,9,7,Houston Astros
2023-06-18,Los Angeles Angels,5,2,Kansas City Royals
2023-06-18,Detroit Tigers,6,4,Minnesota Twins
2023-06-18,Pittsburgh Pirates,2,5,Milwaukee Brewers
2023-06-18,Toronto Blue Jays,7,11,Texas Rangers
2023-06-18,Philadelphia Phillies,3,2,Oakland Athletics
2023-06-18,Cleveland Guardians,12,3,Arizona Diamondbacks
2023-06-18,San Francisco Giants,7,3,Los Angeles Dodgers
2023-06-18,Tampa Bay Rays,4,5,San Diego Padres
2023-06-18,Chicago White Sox,1,5,Seattle Mariners
2023-06-19,St. Louis Cardinals,8,6,Washington Nationals
2023-06-19,Kansas City Royals,4,6,Detroit Tigers
2023-06-19,Toronto Blue Jays,0,11,Miami Marlins
2023-06-19,Chicago Cubs,8,0,Pittsburgh Pirates
2023-06-19,Colorado Rockies,4,5,Cincinnati Reds
2023-06-19,Boston Red Sox,9,3,Minnesota Twins
2023-06-19,New York Mets,11,1,Houston Astros
2023-06-19,Texas Rangers,5,2,Chicago White Sox
2023-06-19,Arizona Diamondbacks,9,1,Milwaukee Brewers
2023-06-19,San Diego Padres,4,7,San Francisco Giants
2023-06-20,Kansas City Royals,1,0,Detroit Tigers
2023-06-20,Baltimore Orioles,8,6,Tampa Bay Rays
2023-06-20,Atlanta Braves,4,2,Philadelphia Phillies
2023-06-20,Toronto Blue Jays,2,0,Miami Marlins
2023-06-20,Chicago Cubs,4,0,Pittsburgh Pirates
2023-06-20,St. Louis Cardinals,9,3,Washington Nationals
2023-06-20,Seattle Mariners,1,3,New York Yankees
2023-06-20,Colorado Rockies,6,8,Cincinnati Reds
2023-06-20,Oakland Athletics,2,3,Cleveland Guardians
2023-06-20,Boston Red Sox,10,4,Minnesota Twins
2023-06-20,New York Mets,2,4,Houston Astros
2023-06-20,Texas Rangers,6,7,Chicago White Sox
2023-06-20,Arizona Diamondbacks,5,7,Milwaukee Brewers
2023-06-20,San Diego Padres,3,4,San Francisco Giants
2023-06-20,Los Angeles Dodgers,2,0,Los Angeles Angels
2023-06-21,Baltimore Orioles,2,7,Tampa Bay Rays
2023-06-21,Toronto Blue Jays,6,3,Miami Marlins
2023-06-21,Colorado Rockies,3,5,Cincinnati Reds
2023-06-21,Chicago Cubs,8,3,Pittsburgh Pirates
2023-06-21,Kansas City Royals,4,9,Detroit Tigers
2023-06-21,New York Mets,8,10,Houston Astros
2023-06-21,Arizona Diamondbacks,5,1,Milwaukee Brewers
2023-06-21,St. Louis Cardinals,0,3,Washington Nationals
2023-06-21,Seattle Mariners,2,4,New York Yankees
2023-06-21,Oakland Athletics,6,7,Cleveland Guardians
2023-06-21,Boston Red Sox,4,5,Minnesota Twins
2023-06-21,Texas Rangers,6,3,Chicago White Sox
2023-06-21,Los Angeles Dodgers,2,0,Los Angeles Angels
2023-06-21,San Diego Padres,2,4,San Francisco Giants
2023-06-22,Arizona Diamondbacks,5,3,Washington Nationals
2023-06-22,Atlanta Braves,5,1,Philadelphia Phillies
2023-06-22,Oakland Athletics,1,6,Cleveland Guardians
2023-06-22,Boston Red Sox,0,6,Minnesota Twins
2023-06-22,San Diego Padres,10,0,San Francisco Giants
2023-06-22,Kansas City Royals,6,5,Tampa Bay Rays
2023-06-22,Pittsburgh Pirates,4,6,Miami Marlins
2023-06-22,Seattle Mariners,10,2,New York Yankees
2023-06-23,Kansas City Royals,3,11,Tampa Bay Rays
2023-06-23,Minnesota Twins,4,1,Detroit Tigers
2023-06-23,Atlanta Braves,10,11,Cincinnati Reds
2023-06-23,Pittsburgh Pirates,3,1,Miami Marlins
2023-06-23,Seattle Mariners,13,1,Baltimore Orioles
2023-06-23,New York Mets,1,5,Philadelphia Phillies
2023-06-23,Texas Rangers,4,2,New York Yankees
2023-06-23,Oakland Athletics,5,4,Toronto Blue Jays
2023-06-23,Milwaukee Brewers,7,1,Cleveland Guardians
2023-06-23,Boston Red Sox,3,1,Chicago White Sox
2023-06-23,Los Angeles Angels,4,7,Colorado Rockies
2023-06-23,Washington Nationals,3,13,San Diego Padres
2023-06-23,Houston Astros,2,3,Los Angeles Dodgers
2023-06-23,Arizona Diamondbacks,5,8,San Francisco Giants
2023-06-24,Chicago Cubs,9,1,St. Louis Cardinals
2023-06-24,Seattle Mariners,4,6,Baltimore Orioles
2023-06-24,Arizona Diamondbacks,6,7,San Francisco Giants
2023-06-24,New York Mets,4,2,Philadelphia Phillies
2023-06-24,Texas Rangers,0,1,New York Yankees
2023-06-24,Oakland Athletics,3,7,Toronto Blue Jays
2023-06-24,Kansas City Royals,9,4,Tampa Bay Rays
2023-06-24,Atlanta Braves,7,6,Cincinnati Reds
2023-06-24,Boston Red Sox,4,5,Chicago White Sox
2023-06-24,Pittsburgh Pirates,3,4,Miami Marlins
2023-06-24,Milwaukee Brewers,2,4,Cleveland Guardians
2023-06-24,Houston Astros,7,8,Los Angeles Dodgers
2023-06-24,Minnesota Twins,2,3,Detroit Tigers
2023-06-24,Washington Nationals,2,0,San Diego Padres
2023-06-24,Los Angeles Angels,25,1,Colorado Rockies
2023-06-25,Chicago Cubs,5,7,St. Louis Cardinals
2023-06-25,Minnesota Twins,6,3,Detroit Tigers
2023-06-25,Seattle Mariners,2,3,Baltimore Orioles
2023-06-25,New York Mets,6,7,Philadelphia Phillies
2023-06-25,Texas Rangers,3,5,New York Yankees
2023-06-25,Oakland Athletics,1,12,Toronto Blue Jays
2023-06-25,Kansas City Royals,1,3,Tampa Bay Rays
2023-06-25,Atlanta Braves,7,6,Cincinnati Reds
2023-06-25,Pittsburgh Pirates,0,2,Miami Marlins
2023-06-25,Milwaukee Brewers,5,4,Cleveland Guardians
2023-06-25,Boston Red Sox,1,4,Chicago White Sox
2023-06-25,Los Angeles Angels,3,4,Colorado Rockies
2023-06-25,Arizona Diamondbacks,5,2,San Francisco Giants
2023-06-25,Washington Nationals,8,3,San Diego Padres
2023-06-25,Houston Astros,6,5,Los Angeles Dodgers
2023-06-26,Cincinnati Reds,3,10,Baltimore Orioles
2023-06-26,Milwaukee Brewers,2,1,New York Mets
2023-06-26,Minnesota Twins,1,4,Atlanta Braves
2023-06-26,Detroit Tigers,7,2,Texas Rangers
2023-06-26,Chicago White Sox,1,2,Los Angeles Angels
2023-06-26,Washington Nationals,4,8,Seattle Mariners
2023-06-27,Cincinnati Reds,3,1,Baltimore Orioles
2023-06-27,San Diego Padres,4,9,Pittsburgh Pirates
2023-06-27,San Francisco Giants,3,0,Toronto Blue Jays
2023-06-27,Miami Marlins,10,1,Boston Red Sox
2023-06-27,Milwaukee Brewers,2,7,New York Mets
2023-06-27,Minnesota Twins,2,6,Atlanta Braves
2023-06-27,Houston Astros,2,4,St. Louis Cardinals
2023-06-27,Detroit Tigers,3,8,Texas Rangers
2023-06-27,Philadelphia Phillies,5,1,Chicago Cubs
2023-06-27,Cleveland Guardians,2,1,Kansas City Royals
2023-06-27,Los Angeles Dodgers,5,0,Colorado Rockies
2023-06-27,Chicago White Sox,2,4,Los Angeles Angels
2023-06-27,Washington Nationals,7,4,Seattle Mariners
2023-06-27,Tampa Bay Rays,4,8,Arizona Diamondbacks
2023-06-27,New York Yankees,1,2,Oakland Athletics
2023-06-28,Minnesota Twins,0,3,Atlanta Braves
2023-06-28,Washington Nationals,4,1,Seattle Mariners
2023-06-28,Cincinnati Reds,11,7,Baltimore Orioles
2023-06-28,San Diego Padres,1,7,Pittsburgh Pirates
2023-06-28,San Francisco Giants,1,6,Toronto Blue Jays
2023-06-28,Miami Marlins,6,2,Boston Red Sox
2023-06-28,Milwaukee Brewers,5,2,New York Mets
2023-06-28,Houston Astros,10,7,St. Louis Cardinals
2023-06-28,Detroit Tigers,2,10,Texas Rangers
2023-06-28,Philadelphia Phillies,8,5,Chicago Cubs
2023-06-28,Cleveland Guardians,14,1,Kansas City Royals
2023-06-28,Los Angeles Dodgers,8,9,Colorado Rockies
2023-06-28,Chicago White Sox,11,5,Los Angeles Angels
2023-06-28,Tampa Bay Rays,3,2,Arizona Diamondbacks
2023-06-28,New York Yankees,11,0,Oakland Athletics
2023-06-29,San Diego Padres,4,5,Pittsburgh Pirates
2023-06-29,Detroit Tigers,8,5,Texas Rangers
2023-06-29,Cleveland Guardians,3,4,Kansas City Royals
2023-06-29,New York Yankees,10,4,Oakland Athletics
2023-06-29,Tampa Bay Rays,6,1,Arizona Diamondbacks
2023-06-29,Chicago White Sox,9,7,Los Angeles Angels
2023-06-29,Miami Marlins,2,0,Boston Red Sox
2023-06-29,San Francisco Giants,1,2,Toronto Blue Jays
2023-06-29,Milwaukee Brewers,3,2,New York Mets
2023-06-29,Houston Astros,14,0,St. Louis Cardinals
2023-06-29,Philadelphia Phillies,3,1,Chicago Cubs
2023-06-29,Los Angeles Dodgers,14,3,Colorado Rockies
2023-06-30,Cleveland Guardians,1,10,Chicago Cubs
2023-06-30,San Diego Padres,5,7,Cincinnati Reds
2023-06-30,Washington Nationals,2,1,Philadelphia Phillies
2023-06-30,Minnesota Twins,8,1,Baltimore Orioles
2023-06-30,Milwaukee Brewers,7,8,Pittsburgh Pirates
2023-06-30,Boston Red Sox,5,0,Toronto Blue Jays
2023-06-30,San Francisco Giants,5,4,New York Mets
2023-06-30,Miami Marlins,4,16,Atlanta Braves
2023-06-30,Houston Astros,5,3,Texas Rangers
2023-06-30,Detroit Tigers,5,8,Colorado Rockies
2023-06-30,Los Angeles Dodgers,9,3,Kansas City Royals
2023-06-30,Arizona Diamondbacks,6,2,Los Angeles Angels
2023-06-30,Chicago White Sox,4,7,Oakland Athletics
2023-06-30,Tampa Bay Rays,15,4,Seattle Mariners
2023-07-01,San Diego Padres,12,5,Cincinnati Reds
2023-07-01,New York Yankees,4,11,St. Louis Cardinals
2023-07-01,New York Yankees,6,2,St. Louis Cardinals
2023-07-01,Boston Red Sox,7,6,Toronto Blue Jays
2023-07-01,Houston Astros,2,5,Texas Rangers
2023-07-01,Minnesota Twins,1,0,Baltimore Orioles
2023-07-01,Washington Nationals,4,19,Philadelphia Phillies
2023-07-01,Milwaukee Brewers,11,8,Pittsburgh Pirates
2023-07-01,Chicago White Sox,6,7,Oakland Athletics
2023-07-01,San Francisco Giants,1,4,New York Mets
2023-07-01,Miami Marlins,0,7,Atlanta Braves
2023-07-01,Cleveland Guardians,6,0,Chicago Cubs
2023-07-01,Los Angeles Dodgers,4,6,Kansas City Royals
2023-07-01,Tampa Bay Rays,3,8,Seattle Mariners
2023-07-01,Detroit Tigers,4,2,Colorado Rockies
2023-07-01,Arizona Diamondbacks,3,1,Los Angeles Angels
2023-07-02,Minnesota Twins,1,2,Baltimore Orioles
2023-07-02,Washington Nationals,5,4,Philadelphia Phillies
2023-07-02,Miami Marlins,3,6,Atlanta Braves
2023-07-02,Milwaukee Brewers,6,3,Pittsburgh Pirates
2023-07-02,Boston Red Sox,5,4,Toronto Blue Jays
2023-07-02,San Diego Padres,3,4,Cincinnati Reds
2023-07-02,Los Angeles Dodgers,1,9,Kansas City Royals
2023-07-02,New York Yankees,1,5,St. Louis Cardinals
2023-07-02,Houston Astros,5,3,Texas Rangers
2023-07-02,Detroit Tigers,14,9,Colorado Rockies
2023-07-02,Arizona Diamondbacks,2,5,Los Angeles Angels
2023-07-02,Chicago White Sox,8,7,Oakland Athletics
2023-07-02,Tampa Bay Rays,6,7,Seattle Mariners
2023-07-02,Cleveland Guardians,8,6,Chicago Cubs
2023-07-02,San Francisco Giants,4,8,New York Mets
2023-07-03,Houston Astros,12,11,Texas Rangers
2023-07-03,Chicago Cubs,6,8,Milwaukee Brewers
2023-07-03,Cincinnati Reds,3,2,Washington Nationals
2023-07-03,St. Louis Cardinals,4,5,Miami Marlins
2023-07-03,Baltimore Orioles,3,6,New York Yankees
2023-07-03,Atlanta Braves,4,2,Cleveland Guardians
2023-07-03,Kansas City Royals,4,8,Minnesota Twins
2023-07-03,Los Angeles Angels,3,10,San Diego Padres
2023-07-03,Seattle Mariners,6,5,San Francisco Giants
2023-07-03,Pittsburgh Pirates,2,5,Los Angeles Dodgers
2023-07-04,Cincinnati Reds,8,4,Washington Nationals
2023-07-04,Baltimore Orioles,4,8,New York Yankees
2023-07-04,St. Louis Cardinals,2,15,Miami Marlins
2023-07-04,Texas Rangers,6,2,Boston Red Sox
2023-07-04,Kansas City Royals,3,9,Minnesota Twins
2023-07-04,Colorado Rockies,1,4,Houston Astros
2023-07-04,New York Mets,8,5,Arizona Diamondbacks
2023-07-04,Philadelphia Phillies,3,1,Tampa Bay Rays
2023-07-04,Chicago Cubs,7,6,Milwaukee Brewers
2023-07-04,Seattle Mariners,6,0,San Francisco Giants
2023-07-04,Oakland Athletics,1,0,Detroit Tigers
2023-07-04,Los Angeles Angels,5,8,San Diego Padres
2023-07-04,Atlanta Braves,5,6,Cleveland Guardians
2023-07-04,Toronto Blue Jays,4,3,Chicago White Sox
2023-07-04,Pittsburgh Pirates,9,7,Los Angeles Dodgers
2023-07-05,Colorado Rockies,4,6,Houston Astros
2023-07-05,Oakland Athletics,12,3,Detroit Tigers
2023-07-05,Philadelphia Phillies,8,4,Tampa Bay Rays
2023-07-05,St. Louis Cardinals,9,10,Miami Marlins
2023-07-05,Cincinnati Reds,9,2,Washington Nationals
2023-07-05,Baltimore Orioles,6,3,New York Yankees
2023-07-05,Texas Rangers,2,4,Boston Red Sox
2023-07-05,Atlanta Braves,8,1,Cleveland Guardians
2023-07-05,Kansas City Royals,0,5,Minnesota Twins
2023-07-05,Chicago Cubs,4,3,Milwaukee Brewers
2023-07-05,Los Angeles Angels,3,5,San Diego Padres
2023-07-05,Seattle Mariners,0,2,San Francisco Giants
2023-07-05,New York Mets,2,1,Arizona Diamondbacks
2023-07-05,Pittsburgh Pirates,4,6,Los Angeles Dodgers
2023-07-06,Cincinnati Reds,5,4,Washington Nationals
2023-07-06,Oakland Athletics,0,9,Detroit Tigers
2023-07-06,Chicago Cubs,5,6,Milwaukee Brewers
2023-07-06,Toronto Blue Jays,6,2,Chicago White Sox
2023-07-06,Toronto Blue Jays,5,4,Chicago White Sox
2023-07-06,Philadelphia Phillies,3,1,Tampa Bay Rays
2023-07-06,St. Louis Cardinals,3,0,Miami Marlins
2023-07-06,Baltimore Orioles,14,1,New York Yankees
2023-07-06,Kansas City Royals,1,6,Cleveland Guardians
2023-07-06,Texas Rangers,6,10,Boston Red Sox
2023-07-06,Seattle Mariners,5,1,Houston Astros
2023-07-06,New York Mets,9,0,Arizona Diamondbacks
2023-07-06,Pittsburgh Pirates,2,5,Los Angeles Dodgers
2023-07-07,Toronto Blue Jays,12,2,Detroit Tigers
2023-07-07,Atlanta Braves,2,1,Tampa Bay Rays
2023-07-07,Philadelphia Phillies,4,3,Miami Marlins
2023-07-07,Texas Rangers,7,2,Washington Nationals
2023-07-07,Chicago Cubs,3,0,New York Yankees
2023-07-07,Kansas City Royals,0,3,Cleveland Guardians
2023-07-07,Oakland Athletics,3,7,Boston Red Sox
2023-07-07,Seattle Mariners,10,1,Houston Astros
2023-07-07,Baltimore Orioles,3,1,Minnesota Twins
2023-07-07,St. Louis Cardinals,7,8,Chicago White Sox
2023-07-07,Cincinnati Reds,3,7,Milwaukee Brewers
2023-07-07,Pittsburgh Pirates,3,7,Arizona Diamondbacks
2023-07-07,New York Mets,7,5,San Diego Padres
2023-07-07,Los Angeles Angels,4,11,Los Angeles Dodgers
2023-07-07,Colorado Rockies,5,2,San Francisco Giants
2023-07-08,Chicago Cubs,3,6,New York Yankees
2023-07-08,Toronto Blue Jays,0,2,Detroit Tigers
2023-07-08,Baltimore Orioles,6,2,Minnesota Twins
2023-07-08,St. Louis Cardinals,3,0,Chicago White Sox
2023-07-08,Colorado Rockies,3,5,San Francisco Giants
2023-07-08,Texas Rangers,3,8,Washington Nationals
2023-07-08,Kansas City Royals,6,10,Cleveland Guardians
2023-07-08,Oakland Athletics,3,10,Boston Red Sox
2023-07-08,Pittsburgh Pirates,2,3,Arizona Diamondbacks
2023-07-08,Philadelphia Phillies,3,5,Miami Marlins
2023-07-08,Cincinnati Reds,8,5,Milwaukee Brewers
2023-07-08,Seattle Mariners,2,3,Houston Astros
2023-07-08,Atlanta Braves,6,1,Tampa Bay Rays
2023-07-08,Los Angeles Angels,5,10,Los Angeles Dodgers
2023-07-08,New York Mets,1,3,San Diego Padres
2023-07-09,Texas Rangers,2,7,Washington Nationals
2023-07-09,Oakland Athletics,3,4,Boston Red Sox
2023-07-09,Chicago Cubs,7,4,New York Yankees
2023-07-09,Kansas City Royals,4,1,Cleveland Guardians
2023-07-09,Toronto Blue Jays,4,3,Detroit Tigers
2023-07-09,Atlanta Braves,4,10,Tampa Bay Rays
2023-07-09,Philadelphia Phillies,3,7,Miami Marlins
2023-07-09,Seattle Mariners,3,1,Houston Astros
2023-07-09,Baltimore Orioles,15,2,Minnesota Twins
2023-07-09,St. Louis Cardinals,4,3,Chicago White Sox
2023-07-09,Cincinnati Reds,0,1,Milwaukee Brewers
2023-07-09,Colorado Rockies,0,1,San Francisco Giants
2023-07-09,Pittsburgh Pirates,4,2,Arizona Diamondbacks
2023-07-09,New York Mets,2,6,San Diego Padres
2023-07-14,San Diego Padres,8,3,Philadelphia Phillies
2023-07-14,San Francisco Giants,6,4,Pittsburgh Pirates
2023-07-14,Washington Nationals,7,5,St. Louis Cardinals
2023-07-14,Miami Marlins,2,5,Baltimore Orioles
2023-07-14,Arizona Diamondbacks,2,7,Toronto Blue Jays
2023-07-14,Los Angeles Dodgers,6,0,New York Mets
2023-07-14,Milwaukee Brewers,1,0,Cincinnati Reds
2023-07-14,Chicago White Sox,0,9,Atlanta Braves
2023-07-14,Boston Red Sox,8,3,Chicago Cubs
2023-07-14,Cleveland Guardians,4,12,Texas Rangers
2023-07-14,New York Yankees,2,7,Colorado Rockies
2023-07-14,Houston Astros,7,5,Los Angeles Angels
2023-07-14,Minnesota Twins,5,4,Oakland Athletics
2023-07-14,Detroit Tigers,5,4,Seattle Mariners
2023-07-15,San Diego Padres,4,6,Philadelphia Phillies
2023-07-15,San Diego Padres,4,9,Philadelphia Phillies
2023-07-15,Tampa Bay Rays,6,1,Kansas City Royals
2023-07-15,Tampa Bay Rays,4,2,Kansas City Royals
2023-07-15,Washington Nationals,7,5,St. Louis Cardinals
2023-07-15,Boston Red Sox,4,10,Chicago Cubs
2023-07-15,Arizona Diamondbacks,2,5,Toronto Blue Jays
2023-07-15,Cleveland Guardians,0,2,Texas Rangers
2023-07-15,San Francisco Giants,3,1,Pittsburgh Pirates
2023-07-15,Miami Marlins,5,6,Baltimore Orioles
2023-07-15,Minnesota Twins,10,7,Oakland Athletics
2023-07-15,Milwaukee Brewers,3,0,Cincinnati Reds
2023-07-15,Los Angeles Dodgers,5,1,New York Mets
2023-07-15,Washington Nationals,6,9,St. Louis Cardinals
2023-07-15,Chicago White Sox,6,5,Atlanta Braves
2023-07-15,New York Yankees,6,3,Colorado Rockies
2023-07-15,Houston Astros,12,13,Los Angeles Angels
2023-07-15,Detroit Tigers,6,0,Seattle Mariners
2023-07-16,San Francisco Giants,8,4,Pittsburgh Pirates
2023-07-16,San Diego Padres,6,7,Philadelphia Phillies
2023-07-16,Chicago White Sox,8,1,Atlanta Braves
2023-07-16,Miami Marlins,4,5,Baltimore Orioles
2023-07-16,Arizona Diamondbacks,5,7,Toronto Blue Jays
2023-07-16,Milwaukee Brewers,4,3,Cincinnati Reds
2023-07-16,Tampa Bay Rays,4,8,Kansas City Royals
2023-07-16,Washington Nationals,4,8,St. Louis Cardinals
2023-07-16,Boston Red Sox,11,5,Chicago Cubs
2023-07-16,Cleveland Guardians,5,6,Texas Rangers
2023-07-16,New York Yankees,7,8,Colorado Rockies
2023-07-16,Minnesota Twins,5,4,Oakland Athletics
2023-07-16,Detroit Tigers,0,2,Seattle Mariners
2023-07-16,Los Angeles Dodgers,1,2,New York Mets
2023-07-16,Houston Astros,9,8,Los Angeles Angels
2023-07-17,Los Angeles Dodgers,6,4,Baltimore Orioles
2023-07-17,Cleveland Guardians,11,0,Pittsburgh Pirates
2023-07-17,San Francisco Giants,4,2,Cincinnati Reds
2023-07-17,Miami Marlins,4,6,St. Louis Cardinals
2023-07-17,Washington Nationals,7,5,Chicago Cubs
2023-07-17,Tampa Bay Rays,2,3,Texas Rangers
2023-07-17,Detroit Tigers,3,2,Kansas City Royals
2023-07-17,New York Yankees,3,4,Los Angeles Angels
2023-07-17,Boston Red Sox,7,0,Oakland Athletics
2023-07-17,Minnesota Twins,6,7,Seattle Mariners
2023-07-18,San Francisco Giants,4,2,Cincinnati Reds
2023-07-18,Milwaukee Brewers,3,4,Philadelphia Phillies
2023-07-18,Los Angeles Dodgers,10,3,Baltimore Orioles
2023-07-18,Cleveland Guardians,10,1,Pittsburgh Pirates
2023-07-18,San Diego Padres,9,1,Toronto Blue Jays
2023-07-18,San Francisco Giants,11,10,Cincinnati Reds
2023-07-18,Chicago White Sox,10,11,New York Mets
2023-07-18,Arizona Diamondbacks,16,13,Atlanta Braves
2023-07-18,Miami Marlins,2,5,St. Louis Cardinals
2023-07-18,Washington Nationals,3,17,Chicago Cubs
2023-07-18,Tampa Bay Rays,3,5,Texas Rangers
2023-07-18,Detroit Tigers,10,11,Kansas City Royals
2023-07-18,Houston Astros,3,4,Colorado Rockies
2023-07-18,New York Yankees,1,5,Los Angeles Angels
2023-07-18,Boston Red Sox,0,3,Oakland Athletics
2023-07-18,Minnesota Twins,10,3,Seattle Mariners
2023-07-19,Cleveland Guardians,5,7,Pittsburgh Pirates
